Requested Pick Up Time,# of Pass-engers,Pick Up Location,Drop Off Location,Cancellation Time,Pickup Time,Drop Off Time,Wait Time (min),Passenger Canceled?,Cancellation Message
2/11/19 0:22,1,"2714 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",Riverview,2/11/19 0:30,,,,no,No show
2/11/19 0:23,1,"3575 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States","UWM Sandburg Hall, 3400 N Maryland Ave, Milwaukee, Wisconsin, United States, 53211",,2/11/19 0:27,2/11/19 0:29,4,no,
2/11/19 0:25,1,Library,"2002 East Newberry Boulevard, Milwaukee, Wisconsin 53211, United States",2/11/19 0:34,,,,yes,Wait time is too long
2/11/19 0:25,1,"2414 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",Sandburg,,2/11/19 0:31,2/11/19 0:36,6,no,
2/11/19 0:26,1,Union South,Riverview,2/11/19 0:26,,,,no,Admin cancelled ride
2/11/19 0:29,1,"3030 North Farwell Avenue, Milwaukee, Wisconsin 53211, United States",Cambridge Commons,,2/11/19 0:34,2/11/19 0:39,4,no,
2/11/19 0:31,1,"721 East Center Street, Milwaukee, Wisconsin 53212, United States","2343 North Weil Street, Milwaukee, Wisconsin 53212, United States",,2/11/19 0:36,2/11/19 0:40,5,no,
2/11/19 0:32,1,Arch Court,"1702 East Bradford Avenue, Milwaukee, Wisconsin 53211, United States",,2/11/19 0:39,2/11/19 0:47,7,no,
2/11/19 0:35,1,Library,"2002 East Newberry Boulevard, Milwaukee, Wisconsin 53211, United States",,2/11/19 0:41,2/11/19 0:44,5,no,
2/11/19 0:40,1,"2860 North Cramer Street, Milwaukee, Wisconsin 53211, United States",Sandburg,,2/11/19 0:47,2/11/19 0:50,6,no,
2/11/19 0:41,1,Cambridge Commons,"2576 North Stowell Avenue, Milwaukee, Wisconsin 53211, United States",,2/11/19 0:44,2/11/19 0:48,2,no,
2/11/19 0:42,1,Arch Court,"1927 East Newberry Boulevard, Milwaukee, Wisconsin 53211, United States",,2/11/19 0:46,2/11/19 0:50,3,no,
2/11/19 0:45,1,Arch Court,"1706 E Beverly Rd, Shorewood, WI 53211, USA",,2/11/19 0:48,2/11/19 0:51,3,no,
2/11/19 0:46,1,NWQ,"2616 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States",2/11/19 0:50,,,,yes,Wait time is too long
2/11/19 0:50,1,NWQ,"2616 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States",,2/11/19 0:51,2/11/19 0:55,1,no,
2/11/19 0:51,2,"2570 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",Sandburg,2/11/19 0:53,,,,yes,I'm not ready to go
2/11/19 0:53,2,"Riverview Housing, 1300 E Kane Pl, Milwaukee, Wisconsin 53202, United States","2918 North Farwell Avenue, Milwaukee, Wisconsin 53211, United States",2/11/19 1:03,,,,yes,Wrong address
2/11/19 0:58,1,"2714 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",Riverview,,2/11/19 1:02,2/11/19 1:05,3,no,
2/11/19 1:01,2,Cambridge Commons,Sandburg,,2/11/19 1:07,2/11/19 1:12,5,no,
2/11/19 1:04,2,"UWM RiverView Residence Hall, 2340 N Commerce St, Milwaukee, Wisconsin, United States, 53212","2918 North Farwell Avenue, Milwaukee, Wisconsin 53211, United States",,2/11/19 1:06,2/11/19 1:10,1,no,
2/11/19 1:08,1,Arch Court,Kenilworth,,2/11/19 1:14,2/11/19 1:18,5,no,
2/11/19 1:09,1,"3438 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States","2121 East Capitol Drive, Milwaukee, Wisconsin 53211, United States",,2/11/19 1:17,2/11/19 1:20,7,no,
2/11/19 1:15,1,"2957 North Farwell Avenue, Milwaukee, Wisconsin 53211, United States","UWM Engineering and Mathematical Sciences (EMS) Building, 3200 N Cramer St, Milwaukee, Wisconsin, United States, 53211",2/11/19 1:16,,,,yes,I've had a change in my plans
2/11/19 1:17,1,"4510 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",Cambridge Commons,,2/11/19 1:27,2/11/19 1:36,10,no,
2/11/19 1:18,1,"1732 North Prospect Avenue, Milwaukee, Wisconsin 53202, United States",Kenilworth,,2/11/19 1:23,2/11/19 1:24,4,no,
2/11/19 1:20,1,"3558 North Cramer Street, Milwaukee, Wisconsin 53211, United States",Sandburg,,2/11/19 1:26,2/11/19 1:28,5,no,
2/11/19 1:22,1,Arch Court,"2509-2511 N Cramer St, Milwaukee, WI 53211, USA",,2/11/19 1:28,2/11/19 1:32,5,no,
2/11/19 1:26,1,"2576 North Stowell Avenue, Milwaukee, Wisconsin 53211, United States","2120 East Locust Street, Milwaukee, Wisconsin 53211, United States",,2/11/19 1:30,2/11/19 1:33,4,no,
2/11/19 1:28,1,Arch Court,"1916 North Warren Avenue, Milwaukee, Wisconsin 53202, United States",,2/11/19 1:31,2/11/19 1:40,2,no,
2/11/19 1:31,1,Lapham,"3532 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",,2/11/19 1:35,2/11/19 1:37,3,no,
2/11/19 1:38,1,Arch Court,"4129 North Bartlett Avenue, Milwaukee, Wisconsin 53211, United States",,2/11/19 1:44,2/11/19 1:48,6,no,
2/11/19 1:38,1,Sandburg,"2901 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States",,2/11/19 1:44,2/11/19 1:47,5,no,
2/11/19 1:40,1,"3041 North Cramer Street, Milwaukee, Wisconsin 53211, United States",Sandburg,2/11/19 1:40,,,,yes,I'm not ready to go
2/11/19 1:43,1,"3041 North Cramer Street, Milwaukee, Wisconsin 53211, United States",Sandburg,,2/11/19 1:48,2/11/19 1:52,4,no,
2/11/19 1:43,1,Arch Court,"3069 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",,2/11/19 1:49,2/11/19 1:51,5,no,
2/11/19 7:00,1,Sandburg,USR Parking,,2/11/19 7:10,2/11/19 7:21,10,no,
2/11/19 7:08,1,Sandburg,USR Parking,,2/11/19 7:10,2/11/19 7:16,1,no,
2/11/19 7:25,1,Union South,Freshwater,,2/11/19 7:33,2/11/19 7:52,7,no,
2/11/19 7:37,1,EMS Parking,USR Parking,,2/11/19 8:11,2/11/19 8:20,33,no,
2/11/19 8:15,1,"UWM Zilber School of Public Health, Milwaukee, Wisconsin, United States, 53212",Physics Kenwood,,2/11/19 8:33,2/11/19 8:46,18,no,
2/11/19 8:15,1,Lubar,USR Parking,,2/11/19 8:49,2/11/19 8:57,34,no,
2/11/19 8:28,1,USR Surplus Dock,Arch Court,2/11/19 8:31,,,,yes,Wait time is too long
2/11/19 8:58,1,USR Parking,EMS Cramer,,2/11/19 9:02,2/11/19 9:10,3,no,
2/11/19 9:05,1,Sandburg,Zilber,,2/11/19 9:15,2/11/19 9:27,10,no,
2/11/19 9:22,1,USR Parking,Lubar,2/11/19 9:23,,,,yes,I've had a change in my plans
2/11/19 9:36,1,USR Surplus Dock,Physics Kenwood,,2/11/19 9:49,2/11/19 10:01,13,no,
2/11/19 9:43,1,USR Parking,Library,,2/11/19 9:52,2/11/19 10:03,9,no,
2/11/19 10:08,1,USR Parking,Sandburg,2/11/19 10:09,,,,yes,It took too long to receive my ETA
2/11/19 10:09,1,USR Parking,Union North,2/11/19 10:17,,,,yes,I've had a change in my plans
2/11/19 10:18,1,USR Parking,Union South,,2/11/19 10:22,2/11/19 10:36,4,no,
2/11/19 10:22,1,USR Parking,EMS Parking,,2/11/19 10:24,2/11/19 10:33,1,no,
2/11/19 10:23,1,Arch Court,USR Surplus Dock,,2/11/19 10:41,2/11/19 10:57,17,no,
2/11/19 10:29,1,EMS Parking,USR Parking,,2/11/19 10:46,2/11/19 10:57,16,no,
2/11/19 11:02,1,Zilber,Union North,2/11/19 11:02,,,,yes,I'm not ready to go
2/11/19 11:08,1,Zilber,Union North,,2/11/19 11:24,2/11/19 11:34,16,no,
2/11/19 11:15,2,Kenilworth,"UWM Zilber School of Public Health, Milwaukee, Wisconsin, United States, 53212",2/11/19 11:16,,,,yes,I've had a change in my plans
2/11/19 11:26,2,Kenilworth,"UWM Zilber School of Public Health, Milwaukee, Wisconsin, United States, 53212",,2/11/19 11:45,2/11/19 12:00,18,no,
2/11/19 11:28,1,Curtin,Global Water Center,,2/11/19 11:38,2/11/19 11:54,9,no,
2/11/19 11:30,1,USR Parking,EMS Parking,,2/11/19 12:17,2/11/19 12:26,46,no,
2/11/19 11:43,1,Lubar,USR Parking,2/11/19 11:52,,,,yes,It took too long to receive my ETA
2/11/19 12:08,1,Union South,Zilber,,2/11/19 12:13,2/11/19 12:26,4,no,
2/11/19 12:32,1,Lubar,USR Parking,,2/11/19 12:37,2/11/19 12:45,5,no,
2/11/19 12:40,1,Zilber,Kenilworth,,2/11/19 12:53,2/11/19 13:05,13,no,
2/11/19 12:43,1,EMS Cramer,Zilber,,2/11/19 12:55,2/11/19 13:14,11,no,
2/11/19 12:49,1,USR Parking,Global Water Center,,2/11/19 13:05,2/11/19 13:29,15,no,
2/11/19 12:51,1,Kenilworth,Zilber,,2/11/19 13:05,2/11/19 13:26,14,no,
2/11/19 13:02,1,KIRC Parking,Freshwater,,2/11/19 13:12,2/11/19 13:37,9,no,
2/11/19 13:08,2,Lubar,Zilber,,2/11/19 13:14,2/11/19 13:26,6,no,
2/11/19 13:24,1,Union North,USR Parking,,2/11/19 13:43,2/11/19 13:54,18,no,
2/11/19 13:28,1,Sandburg,USR Parking,,2/11/19 13:46,2/11/19 13:54,18,no,
2/11/19 13:51,1,Union South,"UWM Zilber School of Public Health, Milwaukee, Wisconsin, United States, 53212",,2/11/19 13:57,2/11/19 14:11,5,no,
2/11/19 13:58,1,"1240 North 10th Street, Milwaukee, Wisconsin 53212, United States",KIRC Parking,,2/11/19 14:11,2/11/19 14:20,13,no,
2/11/19 14:05,1,NWQ,USR Parking,,2/11/19 14:08,2/11/19 14:17,3,no,
2/11/19 14:09,1,Global Water Center,Lapham,,2/11/19 14:32,2/11/19 14:46,23,no,
2/11/19 14:12,1,Union South,Zilber,,2/11/19 14:29,2/11/19 14:44,17,no,
2/11/19 15:00,1,Global Water Center,Freshwater,,2/11/19 15:18,2/11/19 15:22,18,no,
2/11/19 15:02,1,Freshwater,Klotsche,,2/11/19 15:23,2/11/19 15:40,20,no,
2/11/19 15:05,1,Lubar,Zilber,,2/11/19 15:10,2/11/19 15:25,4,no,
2/11/19 15:17,1,EMS Parking,USR Parking,2/11/19 15:21,,,,yes,Wait time is too long
2/11/19 15:21,2,Zilber,Merrill Hall,,2/11/19 15:25,2/11/19 15:41,3,no,
2/11/19 15:48,1,USR Parking,Sandburg,,2/11/19 15:58,2/11/19 16:05,9,no,
2/11/19 15:50,2,Freshwater,Mellencamp Hall Parking,2/11/19 15:51,,,,yes,I'm not ready to go
2/11/19 15:59,1,USR Parking,Library,2/11/19 16:07,,,,yes,I've had a change in my plans
2/11/19 16:00,2,USR Parking,EMS Parking,2/11/19 16:10,,,,yes,I'm not ready to go
2/11/19 16:10,1,USR Parking,Library,2/11/19 16:10,,,,yes,I've had a change in my plans
2/11/19 16:23,1,USR Parking,Union North,,2/11/19 16:33,2/11/19 16:51,10,no,
2/11/19 16:30,1,USR Parking,Lubar,,2/11/19 16:33,2/11/19 16:48,3,no,
2/11/19 16:30,1,USR Parking,Library,2/11/19 16:30,,,,yes,I'm not ready to go
2/11/19 16:31,3,USR Parking,Library,,2/11/19 16:34,2/11/19 16:45,3,no,
2/11/19 16:37,1,Zilber,Union South,,2/11/19 17:07,2/11/19 17:38,30,no,
2/11/19 16:38,1,Zilber,EMS Cramer,,2/11/19 17:07,2/11/19 17:40,29,no,
2/11/19 16:39,1,EMS Parking,"UWM School Of Freshwater Science, 600 E Greenfield Ave, Milwaukee, Wisconsin, United States, 53204",2/11/19 16:54,,,,yes,Wait time is too long
2/11/19 16:47,1,Freshwater,Curtin,,2/11/19 17:20,2/11/19 17:43,33,no,
2/11/19 17:01,1,USR Parking,Library,,2/11/19 17:36,2/11/19 17:44,34,no,
2/11/19 17:14,1,Union South,Hefter Center,2/11/19 17:16,,,,yes,Wait time is too long
2/11/19 17:29,1,Freshwater,KIRC Parking,,2/11/19 18:05,2/11/19 18:22,35,no,
2/11/19 17:59,2,Klotsche,"3236 N Newhall St, Milwaukee, WI 53211, USA",,2/11/19 18:08,2/11/19 18:18,8,no,
2/11/19 18:00,1,Arch Court,"3560 North Cramer Street, Milwaukee, Wisconsin 53211, United States",,2/11/19 18:06,2/11/19 18:18,6,no,
2/11/19 18:00,1,Sandburg,Walgreensâ€“Oakland,,2/11/19 18:04,2/11/19 18:08,4,no,
2/11/19 18:00,1,Lubar,"2637 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States",,2/11/19 18:05,2/11/19 18:10,5,no,
2/11/19 18:00,1,EMS Parking,"2545 North Cramer Street, Milwaukee, Wisconsin 53211, United States",,2/11/19 18:07,2/11/19 18:14,7,no,
2/11/19 18:00,1,"2480 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",Aldi,,2/11/19 18:10,2/11/19 18:22,10,no,
2/11/19 18:00,1,Library,"2953 N Downer Ave, Milwaukee, WI 53211, USA",,2/11/19 18:11,2/11/19 18:14,11,no,
2/11/19 18:00,2,Sandburg,Noodles & Company,,2/11/19 18:05,2/11/19 18:07,4,no,
2/11/19 18:00,2,"2933 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",Sandburg,,2/11/19 18:14,2/11/19 18:16,14,no,
2/11/19 18:00,2,"3568 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",Culver's,,2/11/19 18:21,2/11/19 18:25,21,no,
2/11/19 18:00,2,Sandburg,"1813 East Kenilworth Place, Milwaukee, Wisconsin 53202, United States",,2/11/19 18:05,2/11/19 18:12,4,no,
2/11/19 18:00,1,"3021 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States","2556 North Lake Drive, Milwaukee, Wisconsin 53211, United States",,2/11/19 18:11,2/11/19 18:18,11,no,
2/11/19 18:00,1,Library,Metro Market Shorewood,,2/11/19 18:10,2/11/19 18:21,10,no,
2/11/19 18:00,1,Cunningham,"3235 North Bartlett Avenue, Milwaukee, Wisconsin 53211, United States",2/11/19 18:15,,,,no,No show
2/11/19 18:00,1,Lubar,"1927 E Newberry Blvd, Milwaukee, WI 53211, USA",,2/11/19 18:04,2/11/19 18:08,4,no,
2/11/19 18:00,1,Garland Hall,"3700 North Morris Boulevard, Milwaukee, Wisconsin 53211, United States",2/11/19 18:07,,,,yes,I've had a change in my plans
2/11/19 18:00,1,Arch Court,"2582 North Stowell Avenue, Milwaukee, Wisconsin 53211, United States",,2/11/19 18:45,2/11/19 18:49,44,no,
2/11/19 18:00,1,Walmart,Riverview,,2/11/19 18:27,2/11/19 18:37,27,no,
2/11/19 18:00,1,"3130 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",Merrill Hall,2/11/19 18:02,,,,yes,I'm not ready to go
2/11/19 18:00,2,Sandburg,"FreshFin Poke, 1806 E North Ave, Milwaukee, Wisconsin, United States, 53211",2/11/19 18:49,,,,yes,It took too long to receive my ETA
2/11/19 18:00,1,Library,Metro Market Shorewood,2/11/19 18:03,,,,yes,I'm not ready to go
2/11/19 18:00,1,"2963 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States","2618 North Hackett Avenue, Milwaukee, Wisconsin 53211, United States",,2/11/19 18:21,2/11/19 18:40,20,no,
2/11/19 18:01,1,"3041 North Cramer Street, Milwaukee, Wisconsin 53211, United States",Pick n Save,,2/11/19 18:24,2/11/19 18:48,23,no,
2/11/19 18:03,2,Sandburg,Fresh Fin,2/11/19 18:11,,,,no,No show
2/11/19 18:03,1,"2929 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",Klotsche,,2/11/19 18:35,2/11/19 18:39,32,no,
2/11/19 18:03,1,"3130 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",Merrill Hall,2/11/19 18:08,,,,yes,I'm not ready to go
2/11/19 18:03,1,NWQ,"2126 North Oakland Avenue, Milwaukee, Wisconsin 53202, United States",2/11/19 18:12,,,,yes,my boss did not wait after it arrived
2/11/19 18:03,2,Starbucks - Downer,"UWM Sandburg Hall, 3400 N Maryland Ave, Milwaukee, Wisconsin, United States, 53211",2/11/19 18:25,,,,yes,Wait time is too long
2/11/19 18:04,1,Klotsche,"3909 North Murray Avenue, Milwaukee, Wisconsin 53211, United States",,2/11/19 18:29,2/11/19 18:33,25,no,
2/11/19 18:04,1,Union North,"3281 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",,2/11/19 18:24,2/11/19 18:27,20,no,
2/11/19 18:04,2,Sandburg,Fresh Fin,,2/11/19 18:20,2/11/19 18:32,16,no,
2/11/19 18:04,1,"2917 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",Metro Market Shorewood,,2/11/19 18:14,2/11/19 18:24,9,no,
2/11/19 18:05,1,"3955 North Murray Avenue, Milwaukee, Wisconsin 53211, United States","2627 North Prospect Avenue, Milwaukee, Wisconsin 53211, United States",2/11/19 18:09,,,,yes,I'm not ready to go
2/11/19 18:05,1,"1022 East Pearson Street, Milwaukee, Wisconsin 53202, United States",Union North,,2/11/19 18:23,2/11/19 18:34,18,no,
2/11/19 18:05,1,"3372 North Downer Avenue, Milwaukee, Wisconsin 53211, United States","Clark Graphics, 2915 N Oakland Ave, Milwaukee, Wisconsin, United States, 53211",2/11/19 18:16,,,,yes,I've had a change in my plans
2/11/19 18:05,2,"2727 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States","Qdoba Mexican Grill, 3101 N Oakland Ave, Milwaukee, Wisconsin, United States, 53211",,2/11/19 18:31,2/11/19 18:37,25,no,
2/11/19 18:05,1,Klotsche,"1732 North Prospect Avenue, Milwaukee, Wisconsin 53202, United States",,2/11/19 18:45,2/11/19 19:05,39,no,
2/11/19 18:06,2,"2570 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",Starbucks Shorewood,,2/11/19 18:37,2/11/19 18:52,30,no,
2/11/19 18:06,1,Sandburg,"3037 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States",,2/11/19 18:26,2/11/19 18:29,20,no,
2/11/19 18:07,1,"2910 North Newhall Street, Milwaukee, Wisconsin 53211, United States",Walmart,,2/11/19 18:24,2/11/19 18:39,17,no,
2/11/19 18:07,1,Klotsche,"2466 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",,2/11/19 18:31,2/11/19 18:45,23,no,
2/11/19 18:07,2,Arch Court,Metro Market Shorewood,,2/11/19 18:19,2/11/19 18:24,12,no,
2/11/19 18:07,2,"2020 East Park Place, Milwaukee, Wisconsin 53211, United States",Library,,2/11/19 18:35,2/11/19 18:40,28,no,
2/11/19 18:08,1,Stone Creek - Downer,"2912 North Farwell Avenue, Milwaukee, Wisconsin 53211, United States",2/11/19 18:38,,,,yes,I've had a change in my plans
2/11/19 18:08,1,Music Building Parking,"2720 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States",2/11/19 18:29,,,,yes,I'm not ready to go
2/11/19 18:08,1,"2508 East Belleview Place, Milwaukee, Wisconsin 53211, United States","3132 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",2/11/19 18:15,,,,yes,I'm not ready to go
2/11/19 18:09,2,Sal's Pizza,"1824 East Park Place, Milwaukee, Wisconsin 53211, United States",2/11/19 18:15,,,,yes,Wait time is too long
2/11/19 18:09,1,Lapham,"2466 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",,2/11/19 18:51,2/11/19 18:59,42,no,
2/11/19 18:09,1,Walgreensâ€“Oakland,Sandburg,,2/11/19 18:31,2/11/19 18:34,22,no,
2/11/19 18:09,1,Union South,"2965 North Bartlett Avenue, Milwaukee, Wisconsin 53211, United States",,2/11/19 18:27,2/11/19 18:32,17,no,
2/11/19 18:09,1,"3955 N Murray Ave, Shorewood, WI 53211, USA","2627 North Prospect Avenue, Milwaukee, Wisconsin 53211, United States",,2/11/19 18:39,2/11/19 18:49,29,no,
2/11/19 18:10,2,Sandburg,"2915 North Farwell Avenue, Milwaukee, Wisconsin 53211, United States",2/11/19 18:31,,,,yes,Wait time is too long
2/11/19 18:10,2,Noodles & Company,Sandburg,2/11/19 18:16,,,,yes,I'm not ready to go
2/11/19 18:11,1,EMS Parking,"920 East Wright Street, Milwaukee, Wisconsin 53212, United States",2/11/19 18:55,,,,yes,It took too long to receive my ETA
2/11/19 18:11,1,Music Building Parking,"2943 North Newhall Street, Milwaukee, Wisconsin 53211, United States",,2/11/19 18:40,2/11/19 18:40,28,no,
2/11/19 18:12,1,Klotsche,"2011 East Park Place, Milwaukee, Wisconsin 53211, United States",2/11/19 18:35,,,,no,Admin cancelled ride
2/11/19 18:12,1,Lubar,"2533 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",,2/11/19 18:43,2/11/19 18:49,31,no,
2/11/19 18:12,1,NWQ,"2126 North Oakland Avenue, Milwaukee, Wisconsin 53202, United States",2/11/19 18:30,,,,yes,iâ€™m already home
2/11/19 18:12,2,Sandburg,Fresh Fin,2/11/19 18:44,,,,yes,Wait time is too long
2/11/19 18:12,1,Union South,709 E Park place,,2/11/19 18:28,2/11/19 18:34,16,no,
2/11/19 18:13,1,"UWM RiverView Residence Hall, 2340 N Commerce St, Milwaukee, Wisconsin, United States, 53212","St. Hedwig Catholic Church, 1100-1150 E Brady St, Milwaukee, Wisconsin, United States, 53202",2/11/19 18:31,,,,yes,Wait time is too long
2/11/19 18:14,1,"2223 East Webster Place, Milwaukee, Wisconsin 53211, United States","1871 North Humboldt Avenue, Milwaukee, Wisconsin 53202, United States",,2/11/19 18:43,2/11/19 18:52,28,no,
2/11/19 18:14,1,Walgreensâ€“Oakland,"3213 N Marietta Ave, Milwaukee, WI 53211, USA",2/11/19 18:19,,,,no,Admin cancelled ride
2/11/19 18:17,1,Klotsche,"2864 North Murray Avenue, Milwaukee, Wisconsin 53211, United States",2/11/19 18:41,,,,yes,Wait time is too long
2/11/19 18:17,1,"2968 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",Union North,,2/11/19 18:42,2/11/19 18:44,24,no,
2/11/19 18:18,1,Union South,"2422 North Bartlett Avenue, Milwaukee, Wisconsin 53211, United States",,2/11/19 18:27,2/11/19 18:36,8,no,
2/11/19 18:18,1,Subway - Downer,"3333 North Newhall Street, Milwaukee, Wisconsin 53211, United States",,2/11/19 18:46,2/11/19 18:55,27,no,
2/11/19 18:18,2,Sandburg,"2607 North Downer Avenue, Milwaukee, Wisconsin 53211, United States",2/11/19 18:24,,,,yes,I'm not ready to go
2/11/19 18:18,1,"2745 North Cramer Street, Milwaukee, Wisconsin 53211, United States",Klotsche,2/11/19 18:33,,,,yes,Wait time is too long
2/11/19 18:19,1,"2616 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States",Library,2/11/19 18:33,,,,yes,I'm not ready to go
2/11/19 18:19,1,"2720 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States","3039 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States",2/11/19 18:29,,,,yes,Wait time is too long
2/11/19 18:20,1,"2839 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States","2634 North Murray Avenue, Milwaukee, Wisconsin 53211, United States",2/11/19 18:23,,,,yes,Wait time is too long
2/11/19 18:20,1,"3372 North Downer Avenue, Milwaukee, Wisconsin 53211, United States",Cambridge Commons,2/11/19 18:20,,,,yes,I'm not ready to go
2/11/19 18:20,1,"3372 North Downer Avenue, Milwaukee, Wisconsin 53211, United States","Clark Graphics, 2915 N Oakland Ave, Milwaukee, Wisconsin, United States, 53211",2/11/19 18:27,,,,yes,I've had a change in my plans
2/11/19 18:20,1,Klotsche,"1805 East Park Place, Milwaukee, Wisconsin 53211, United States",2/11/19 18:48,,,,yes,Wait time is too long
2/11/19 18:21,2,Sandburg,"2915 North Farwell Avenue, Milwaukee, Wisconsin 53211, United States",2/11/19 18:30,,,,yes,Wait time is too long
