ID,Stop_0,Cnt_0,Stop_1,Cnt_1 
82152,Sandburg Residence Hall (Sand),25,Capitol and Humboldt Park and Ride (C/H),13 
100592,Sandburg Residence Hall (Sand),46,Capitol and Humboldt Park and Ride (C/H),12 
80269,Sandburg Residence Hall (Sand),27,Capitol and Humboldt Park and Ride (C/H),2 
92125,UWM Union (Union),44,Capitol and Humboldt Park and Ride (C/H),9 
71288,Sandburg Residence Hall (Sand),15,Capitol and Humboldt Park and Ride (C/H),23 
98234,Sandburg Residence Hall (Sand),20,Cambridge Commons (CC-S),26 
86031,UWM Union (Union),17,Capitol and Humboldt Park and Ride (C/H),40 
100968,UWM Golda Meir Library (Lib),29,RiverView Residence Hall (RVW),32 
100238,UWM Golda Meir Library (Lib),40,RiverView Residence Hall (RVW),49 
97568,Sandburg Residence Hall (Sand),13,Capitol and Humboldt Park and Ride (C/H),20 
107797,UWM Union (Union),30,Capitol and Humboldt Park and Ride (C/H),36 
98434,UWM Union (Union),22,Capitol and Humboldt Park and Ride (C/H),37 
103378,UWM Union (Union),26,Capitol and Humboldt Park and Ride (C/H),35 
85672,UWM Union (Union),49,Capitol and Humboldt Park and Ride (C/H),38 
97900,Sandburg Residence Hall (Sand),4,Capitol and Humboldt Park and Ride (C/H),2 
105011,UWM Golda Meir Library (Lib),28,Cambridge Commons (CC-S),55 
101002,UWM Golda Meir Library (Lib),48,Cambridge Commons (CC-S),46 
100875,UWM Golda Meir Library (Lib),49,Cambridge Commons (CC-S),62 
98991,Cunningham Hall (Cunn),42,Cambridge Commons (CC-S),83 
98701,UWM Golda Meir Library (Lib),77,Cambridge Commons (CC-S),68 
106380,UWM Golda Meir Library (Lib),32,RiverView Residence Hall (RVW),55 
101660,UWM Golda Meir Library (Lib),61,RiverView Residence Hall (RVW),80 
107968,UWM Golda Meir Library (Lib),53,RiverView Residence Hall (RVW),52 
98788,UWM Golda Meir Library (Lib),81,RiverView Residence Hall (RVW),73 
103406,UWM Golda Meir Library (Lib),51,RiverView Residence Hall (RVW),23 
98179,UWM Golda Meir Library (Lib),51,RiverView Residence Hall (RVW),42 
104579,Sandburg Residence Hall (Sand),4,Cambridge Commons (CC-S),5 
96923,Sandburg Residence Hall (Sand),27,Capitol and Humboldt Park and Ride (C/H),28 
91183,UWM Union (Union),10,Capitol and Humboldt Park and Ride (C/H),11 
109479,Sandburg Residence Hall (Sand),28,Capitol and Humboldt Park and Ride (C/H),21 
81218,Sandburg Residence Hall (Sand),22,Capitol and Humboldt Park and Ride (C/H),29 
100543,UWM Union (Union),4,Capitol and Humboldt Park and Ride (C/H),8 
106718,Sandburg Residence Hall (Sand),24,Capitol and Humboldt Park and Ride (C/H),14 
98354,UWM Golda Meir Library (Lib),37,RiverView Residence Hall (RVW),45 
89912,UWM Union (Union),42,Capitol and Humboldt Park and Ride (C/H),21 
97892,UWM Golda Meir Library (Lib),81,Kenilworth Square Apartments (KNW),113 
90469,UWM Union (Union),53,Capitol and Humboldt Park and Ride (C/H),45 
98979,Sandburg Residence Hall (Sand),79,Capitol and Humboldt Park and Ride (C/H),56 
100568,UWM Union (Union),40,Capitol and Humboldt Park and Ride (C/H),40 
101135,UWM Union (Union),40,Capitol and Humboldt Park and Ride (C/H),47 
98008,UWM Union (Union),35,Capitol and Humboldt Park and Ride (C/H),36 
101231,UWM Golda Meir Library (Lib),69,Cambridge Commons (CC-S),75 
102680,UWM Union (Union),11,Capitol and Humboldt Park and Ride (C/H),19 
97611,UWM Golda Meir Library (Lib),70,Cambridge Commons (CC-S),49 
99182,UWM Golda Meir Library (Lib),48,Cambridge Commons (CC-S),74 
98843,UWM Golda Meir Library (Lib),43,Cambridge Commons (CC-S),68 
97838,UWM Golda Meir Library (Lib),65,Cambridge Commons (CC-S),69 
101015,UWM Golda Meir Library (Lib),36,Cambridge Commons (CC-S),43 
98376,UWM Golda Meir Library (Lib),69,Cambridge Commons (CC-S),71 
99088,UWM Golda Meir Library (Lib),23,Cambridge Commons (CC-S),21 
100898,UWM Golda Meir Library (Lib),41,Cambridge Commons (CC-S),49 
98038,UWM Golda Meir Library (Lib),75,Cambridge Commons (CC-S),65 
98705,UWM Golda Meir Library (Lib),72,Cambridge Commons (CC-S),67 
103035,UWM Golda Meir Library (Lib),4,Cambridge Commons (CC-S),4 
97715,UWM Golda Meir Library (Lib),50,Cambridge Commons (CC-S),77 
106609,UWM Golda Meir Library (Lib),45,Cambridge Commons (CC-S),55 
94379,Non-Peak Hours UWM KIRC (KIRC-S),3,Cambridge Commons (CC-S),4 
99602,UWM Golda Meir Library (Lib),46,Cambridge Commons (CC-S),61 
99482,UWM Golda Meir Library (Lib),81,Cambridge Commons (CC-S),100 
98080,UWM Golda Meir Library (Lib),61,Cambridge Commons (CC-S),43 
108911,UWM Union (Union),35,Capitol and Humboldt Park and Ride (C/H),46 
97806,Cunningham Hall (Cunn),33,RiverView Residence Hall (RVW),69 
98307,UWM Golda Meir Library (Lib),54,RiverView Residence Hall (RVW),83 
100256,UWM Union (Union),10,Capitol and Humboldt Park and Ride (C/H),10 
104261,UWM Golda Meir Library (Lib),51,RiverView Residence Hall (RVW),45 
109172,UWM Golda Meir Library (Lib),43,RiverView Residence Hall (RVW),52 
101813,UWM Golda Meir Library (Lib),47,RiverView Residence Hall (RVW),53 
109214,UWM Union (Union),39,Capitol and Humboldt Park and Ride (C/H),37 
108059,Sandburg Residence Hall (Sand),37,Capitol and Humboldt Park and Ride (C/H),32 
82499,UWM Union (Union),37,Capitol and Humboldt Park and Ride (C/H),46 
84070,UWM Union (Union),4,Capitol and Humboldt Park and Ride (C/H),8 
104162,UWM Union (Union),44,Capitol and Humboldt Park and Ride (C/H),51 
106791,UWM Golda Meir Library (Lib),56,Cambridge Commons (CC-S),75 
71594,UWM Union (Union),12,Capitol and Humboldt Park and Ride (C/H),13 
100665,UWM Golda Meir Library (Lib),1,Kenilworth Square Apartments (KNW),40 
91978,UWM Union (Union),21,Capitol and Humboldt Park and Ride (C/H),43 
99749,UWM Golda Meir Library (Lib),18,Kenilworth Square Apartments (KNW),26 
94098,Cunningham Hall (Cunn),22,Kenilworth Square Apartments (KNW),47 
99047,UWM Union (Union),61,Capitol and Humboldt Park and Ride (C/H),59 
71385,UWM Golda Meir Library (Lib),82,Cambridge Commons (CC-S),61 
89234,Cunningham Hall (Cunn),37,Kenilworth Square Apartments (KNW),44 
100962,UWM Golda Meir Library (Lib),56,Cambridge Commons (CC-S),65 
100982,UWM Golda Meir Library (Lib),60,Cambridge Commons (CC-S),73 
109191,UWM Golda Meir Library (Lib),22,Cambridge Commons (CC-S),16 
101171,UWM Golda Meir Library (Lib),52,Cambridge Commons (CC-S),59 
99580,Sandburg Residence Hall (Sand),35,Cambridge Commons (CC-S),62 
99043,Cunningham Hall (Cunn),52,Cambridge Commons (CC-S),73 
104892,UWM Union (Union),27,Capitol and Humboldt Park and Ride (C/H),25 
100923,UWM Golda Meir Library (Lib),49,Cambridge Commons (CC-S),57 
105827,UWM Golda Meir Library (Lib),63,Cambridge Commons (CC-S),57 
77170,UWM Union (Union),29,Capitol and Humboldt Park and Ride (C/H),30 
98965,UWM Union (Union),15,Capitol and Humboldt Park and Ride (C/H),19 
97595,UWM Golda Meir Library (Lib),49,Kenilworth Square Apartments (KNW),90 
97578,UWM Golda Meir Library (Lib),51,Kenilworth Square Apartments (KNW),61 
109762,UWM Golda Meir Library (Lib),22,RiverView Residence Hall (RVW),51 
98937,Cunningham Hall (Cunn),39,RiverView Residence Hall (RVW),64 
101719,UWM Golda Meir Library (Lib),67,RiverView Residence Hall (RVW),68 
88852,UWM Golda Meir Library (Lib),47,RiverView Residence Hall (RVW),53 
99568,UWM Golda Meir Library (Lib),41,RiverView Residence Hall (RVW),44 
80507,UWM Union (Union),32,Capitol and Humboldt Park and Ride (C/H),45 
95846,UWM Union (Union),35,Capitol and Humboldt Park and Ride (C/H),36 
66519,Sandburg Residence Hall (Sand),36,Capitol and Humboldt Park and Ride (C/H),39 
103685,Sandburg Residence Hall (Sand),21,Capitol and Humboldt Park and Ride (C/H),25 
89222,UWM Union (Union),34,Capitol and Humboldt Park and Ride (C/H),26 
85850,UWM Union (Union),33,Capitol and Humboldt Park and Ride (C/H),40 
95835,UWM Union (Union),14,Capitol and Humboldt Park and Ride (C/H),23 
100375,UWM Golda Meir Library (Lib),64,Cambridge Commons (CC-S),50 
102414,UWM Golda Meir Library (Lib),106,Cambridge Commons (CC-S),114 
103325,UWM Union (Union),27,Capitol and Humboldt Park and Ride (C/H),33 
108148,Sandburg Residence Hall (Sand),20,Capitol and Humboldt Park and Ride (C/H),20 
72371,UWM Golda Meir Library (Lib),24,RiverView Residence Hall (RVW),12 
90045,UWM Golda Meir Library (Lib),28,Kenilworth Square Apartments (KNW),54 
101194,UWM Golda Meir Library (Lib),38,Cambridge Commons (CC-S),60 
97882,Cunningham Hall (Cunn),57,Cambridge Commons (CC-S),103 
99488,UWM Golda Meir Library (Lib),65,RiverView Residence Hall (RVW),79 
97647,Cunningham Hall (Cunn),47,RiverView Residence Hall (RVW),69 
97835,Cunningham Hall (Cunn),22,RiverView Residence Hall (RVW),37 
101816,UWM Golda Meir Library (Lib),45,RiverView Residence Hall (RVW),47 
107998,UWM Golda Meir Library (Lib),51,RiverView Residence Hall (RVW),65 
105032,UWM Golda Meir Library (Lib),5,Cambridge Commons - Northbound (CC-N),5 
106457,UWM Golda Meir Library (Lib),22,Cambridge Commons (CC-S),24 
78026,UWM Union (Union),49,Capitol and Humboldt Park and Ride (C/H),47 
82624,UWM Union (Union),32,Capitol and Humboldt Park and Ride (C/H),36 
109340,UWM Union (Union),40,Capitol and Humboldt Park and Ride (C/H),33 
86407,UWM Union (Union),36,Capitol and Humboldt Park and Ride (C/H),39 
79015,Sandburg Residence Hall (Sand),1,Capitol and Humboldt Park and Ride (C/H),9 
104804,Sandburg Residence Hall (Sand),12,Capitol and Humboldt Park and Ride (C/H),15 
109369,UWM Union (Union),20,Capitol and Humboldt Park and Ride (C/H),20 
72771,UWM Union (Union),25,Capitol and Humboldt Park and Ride (C/H),18 
68036,UWM Union (Union),2,Capitol and Humboldt Park and Ride (C/H),3 
74768,UWM Union (Union),46,Capitol and Humboldt Park and Ride (C/H),47 
109638,UWM Golda Meir Library (Lib),35,Cambridge Commons (CC-S),72 
86909,UWM Golda Meir Library (Lib),72,Cambridge Commons (CC-S),65 
93609,UWM Union (Union),16,Capitol and Humboldt Park and Ride (C/H),19 
100305,UWM Golda Meir Library (Lib),71,Cambridge Commons (CC-S),55 
109398,UWM Golda Meir Library (Lib),43,Cambridge Commons (CC-S),48 
109168,UWM Golda Meir Library (Lib),40,Cambridge Commons (CC-S),42 
100163,UWM Golda Meir Library (Lib),51,Cambridge Commons (CC-S),54 
99218,UWM Golda Meir Library (Lib),48,Cambridge Commons (CC-S),39 
104433,Cunningham Hall (Cunn),52,Cambridge Commons (CC-S),99 
103044,Sandburg Residence Hall (Sand),21,Cambridge Commons (CC-S),13 
98402,Cunningham Hall (Cunn),35,Cambridge Commons (CC-S),87 
103381,UWM Golda Meir Library (Lib),38,Cambridge Commons (CC-S),69 
85001,UWM Union (Union),46,Capitol and Humboldt Park and Ride (C/H),45 
106132,UWM Union (Union),11,Capitol and Humboldt Park and Ride (C/H),18 
104952,UWM Union (Union),15,Capitol and Humboldt Park and Ride (C/H),14 
87785,Sandburg Residence Hall (Sand),24,Capitol and Humboldt Park and Ride (C/H),27 
90912,Sandburg Residence Hall (Sand),17,Capitol and Humboldt Park and Ride (C/H),19 
85110,UWM Union (Union),28,Capitol and Humboldt Park and Ride (C/H),43 
86925,UWM Union (Union),29,Capitol and Humboldt Park and Ride (C/H),34 
74558,UWM Union (Union),30,Capitol and Humboldt Park and Ride (C/H),22 
106621,UWM Union (Union),34,Capitol and Humboldt Park and Ride (C/H),27 
66171,UWM Union (Union),29,Capitol and Humboldt Park and Ride (C/H),27 
88061,UWM Golda Meir Library (Lib),50,RiverView Residence Hall (RVW),47 
108047,Sandburg Residence Hall (Sand),52,RiverView Residence Hall (RVW),96 
100903,UWM Golda Meir Library (Lib),69,RiverView Residence Hall (RVW),83 
103369,UWM Golda Meir Library (Lib),66,RiverView Residence Hall (RVW),134 
101142,UWM Golda Meir Library (Lib),46,RiverView Residence Hall (RVW),63 
108001,UWM Union (Union),39,Capitol and Humboldt Park and Ride (C/H),38 
105838,UWM Golda Meir Library (Lib),15,RiverView Residence Hall (RVW),12 
100431,UWM Golda Meir Library (Lib),29,RiverView Residence Hall (RVW),22 
101202,Sandburg Residence Hall (Sand),17,Capitol and Humboldt Park and Ride (C/H),21 
86647,UWM Union (Union),37,Capitol and Humboldt Park and Ride (C/H),33 
107476,UWM Union (Union),11,Capitol and Humboldt Park and Ride (C/H),19 
96965,UWM Union (Union),20,Capitol and Humboldt Park and Ride (C/H),12 
104657,UWM Golda Meir Library (Lib),83,Cambridge Commons (CC-S),90 
87289,UWM Union (Union),23,Capitol and Humboldt Park and Ride (C/H),20 
109659,Sandburg Residence Hall (Sand),13,Kenilworth Square Apartments (KNW),53 
82104,UWM Golda Meir Library (Lib),41,Kenilworth Square Apartments (KNW),61 
76265,UWM Golda Meir Library (Lib),9,Kenilworth Square Apartments (KNW),77 
98571,UWM Golda Meir Library (Lib),10,Kenilworth Square Apartments (KNW),34 
95768,UWM Union (Union),26,Capitol and Humboldt Park and Ride (C/H),34 
109062,UWM Union (Union),24,Capitol and Humboldt Park and Ride (C/H),17 
87952,UWM Union (Union),31,Capitol and Humboldt Park and Ride (C/H),38 
94138,Sandburg Residence Hall (Sand),54,Capitol and Humboldt Park and Ride (C/H),37 
102099,Sandburg Residence Hall (Sand),54,Capitol and Humboldt Park and Ride (C/H),45 
89933,Sandburg Residence Hall (Sand),26,Capitol and Humboldt Park and Ride (C/H),37 
100535,Sandburg Residence Hall (Sand),46,Capitol and Humboldt Park and Ride (C/H),44 
98653,UWM Golda Meir Library (Lib),47,Cambridge Commons (CC-S),51 
100599,UWM Golda Meir Library (Lib),43,RiverView Residence Hall (RVW),55 
98654,UWM Golda Meir Library (Lib),49,RiverView Residence Hall (RVW),57 
85759,UWM Union (Union),38,Capitol and Humboldt Park and Ride (C/H),29 
76632,Sandburg Residence Hall (Sand),7,Capitol and Humboldt Park and Ride (C/H),8 
99733,UWM Union (Union),47,Capitol and Humboldt Park and Ride (C/H),50 
99102,UWM Union (Union),44,Capitol and Humboldt Park and Ride (C/H),47 
102190,UWM Union (Union),19,Capitol and Humboldt Park and Ride (C/H),30 
99131,UWM Union (Union),32,Capitol and Humboldt Park and Ride (C/H),51 
102130,UWM Union (Union),6,Capitol and Humboldt Park and Ride (C/H),15 
99654,UWM Golda Meir Library (Lib),32,RiverView Residence Hall (RVW),24 
94945,UWM Union (Union),44,Capitol and Humboldt Park and Ride (C/H),44 
71392,UWM Union (Union),46,Capitol and Humboldt Park and Ride (C/H),32 
100893,Cunningham Hall (Cunn),23,Cambridge Commons (CC-S),42 
103505,Cunningham Hall (Cunn),56,Cambridge Commons (CC-S),76 
106582,UWM Golda Meir Library (Lib),52,Cambridge Commons (CC-S),44 
106579,UWM Golda Meir Library (Lib),28,Cambridge Commons (CC-S),66 
99002,UWM Golda Meir Library (Lib),49,Cambridge Commons (CC-S),62 
88484,UWM Union (Union),37,Capitol and Humboldt Park and Ride (C/H),41 
101827,Cunningham Hall (Cunn),47,RiverView Residence Hall (RVW),73 
105900,Sandburg Residence Hall (Sand),40,Capitol and Humboldt Park and Ride (C/H),32 
87752,UWM Golda Meir Library (Lib),36,RiverView Residence Hall (RVW),53 
100763,UWM Union (Union),33,Capitol and Humboldt Park and Ride (C/H),30 
83785,UWM Union (Union),39,Capitol and Humboldt Park and Ride (C/H),42 
106197,UWM Union (Union),10,Capitol and Humboldt Park and Ride (C/H),13 
103263,UWM Union (Union),34,Capitol and Humboldt Park and Ride (C/H),42 
87191,UWM Union (Union),47,Capitol and Humboldt Park and Ride (C/H),49 
89359,UWM Union (Union),27,Capitol and Humboldt Park and Ride (C/H),28 
68390,UWM Union (Union),54,Capitol and Humboldt Park and Ride (C/H),47 
70683,Sandburg Residence Hall (Sand),32,Capitol and Humboldt Park and Ride (C/H),41 
70713,UWM Golda Meir Library (Lib),5,Cambridge Commons (CC-S),20 
106065,UWM Golda Meir Library (Lib),48,Cambridge Commons (CC-S),68 
99109,UWM Golda Meir Library (Lib),45,Cambridge Commons (CC-S),49 
98794,UWM Golda Meir Library (Lib),67,Cambridge Commons (CC-S),65 
99376,UWM Golda Meir Library (Lib),36,Kenilworth Square Apartments (KNW),29 
108120,UWM Golda Meir Library (Lib),11,Kenilworth Square Apartments (KNW),57 
85617,UWM Union (Union),20,Capitol and Humboldt Park and Ride (C/H),17 
67191,UWM Union (Union),9,Capitol and Humboldt Park and Ride (C/H),11 
101809,UWM Golda Meir Library (Lib),21,RiverView Residence Hall (RVW),42 
98309,UWM Golda Meir Library (Lib),13,RiverView Residence Hall (RVW),32 
101786,Cunningham Hall (Cunn),32,RiverView Residence Hall (RVW),76 
97848,UWM Golda Meir Library (Lib),23,RiverView Residence Hall (RVW),51 
102852,UWM Golda Meir Library (Lib),45,RiverView Residence Hall (RVW),77 
98709,UWM Union (Union),18,Capitol and Humboldt Park and Ride (C/H),22 
107794,UWM Golda Meir Library (Lib),32,RiverView Residence Hall (RVW),74 
98847,UWM Union (Union),17,Capitol and Humboldt Park and Ride (C/H),19 
108131,UWM Union (Union),34,Capitol and Humboldt Park and Ride (C/H),38 
100966,UWM Union (Union),40,Capitol and Humboldt Park and Ride (C/H),48 
100716,UWM Union (Union),20,Capitol and Humboldt Park and Ride (C/H),32 
109540,UWM Union (Union),53,Capitol and Humboldt Park and Ride (C/H),41 
97600,UWM Golda Meir Library (Lib),27,Cambridge Commons (CC-S),30 
75186,Sandburg Residence Hall (Sand),36,Capitol and Humboldt Park and Ride (C/H),39 
94093,UWM Union (Union),48,Capitol and Humboldt Park and Ride (C/H),43 
99108,UWM Union (Union),43,Capitol and Humboldt Park and Ride (C/H),45 
101968,UWM Union (Union),17,Capitol and Humboldt Park and Ride (C/H),19 
104526,Sandburg Residence Hall (Sand),11,Kenilworth Square Apartments (KNW),32 
98743,UWM Union (Union),35,Capitol and Humboldt Park and Ride (C/H),52 
73697,UWM Union (Union),24,Capitol and Humboldt Park and Ride (C/H),25 
102076,UWM Union (Union),15,Capitol and Humboldt Park and Ride (C/H),27 
98220,Sandburg Residence Hall (Sand),29,Capitol and Humboldt Park and Ride (C/H),28 
88370,UWM Union (Union),15,Capitol and Humboldt Park and Ride (C/H),32 
96933,UWM Union (Union),24,Capitol and Humboldt Park and Ride (C/H),28 
84811,UWM Union (Union),50,Capitol and Humboldt Park and Ride (C/H),39 
108048,UWM Union (Union),35,Capitol and Humboldt Park and Ride (C/H),31 
97592,UWM Union (Union),34,Capitol and Humboldt Park and Ride (C/H),47 
91602,UWM Golda Meir Library (Lib),47,Kenilworth Square Apartments (KNW),59 
96560,UWM Union (Union),4,Capitol and Humboldt Park and Ride (C/H),2 
80974,UWM Union (Union),31,Capitol and Humboldt Park and Ride (C/H),31 
103276,Sandburg Residence Hall (Sand),15,Capitol and Humboldt Park and Ride (C/H),22 
101551,UWM Union (Union),28,Capitol and Humboldt Park and Ride (C/H),30 
100937,UWM Golda Meir Library (Lib),34,Cambridge Commons (CC-S),39 
98359,UWM Golda Meir Library (Lib),55,RiverView Residence Hall (RVW),67 
105721,UWM Golda Meir Library (Lib),43,Cambridge Commons (CC-S),49 
101178,UWM Golda Meir Library (Lib),30,Cambridge Commons (CC-S),52 
103383,UWM Golda Meir Library (Lib),53,Cambridge Commons (CC-S),72 
101075,UWM Golda Meir Library (Lib),37,Cambridge Commons (CC-S),62 
102641,UWM Golda Meir Library (Lib),57,Cambridge Commons (CC-S),59 
81002,UWM Union (Union),40,Capitol and Humboldt Park and Ride (C/H),36 
88147,UWM Golda Meir Library (Lib),37,Cambridge Commons (CC-S),38 
97886,UWM Golda Meir Library (Lib),47,Cambridge Commons (CC-S),57 
87094,UWM Golda Meir Library (Lib),24,Cambridge Commons (CC-S),71 
100354,UWM Golda Meir Library (Lib),34,Cambridge Commons (CC-S),31 
101189,UWM Golda Meir Library (Lib),55,Cambridge Commons (CC-S),72 
105693,Sandburg Residence Hall (Sand),50,Cambridge Commons (CC-S),88 
106631,Sandburg Residence Hall (Sand),29,Cambridge Commons (CC-S),69 
101819,UWM Golda Meir Library (Lib),64,Cambridge Commons (CC-S),72 
101665,Cunningham Hall (Cunn),55,Cambridge Commons (CC-S),88 
101209,UWM Golda Meir Library (Lib),49,Cambridge Commons (CC-S),79 
101173,UWM Golda Meir Library (Lib),69,Cambridge Commons (CC-S),75 
98968,UWM Golda Meir Library (Lib),61,Cambridge Commons (CC-S),49 
99141,UWM Golda Meir Library (Lib),25,Cambridge Commons (CC-S),49 
101147,UWM Golda Meir Library (Lib),62,Cambridge Commons (CC-S),77 
100652,UWM Golda Meir Library (Lib),53,Cambridge Commons (CC-S),46 
100685,UWM Union (Union),44,Capitol and Humboldt Park and Ride (C/H),45 
73364,Sandburg Residence Hall (Sand),26,Capitol and Humboldt Park and Ride (C/H),50 
109727,UWM Union (Union),32,Capitol and Humboldt Park and Ride (C/H),39 
98231,UWM Union (Union),38,Capitol and Humboldt Park and Ride (C/H),35 
98690,UWM Union (Union),48,Capitol and Humboldt Park and Ride (C/H),41 
101148,UWM Golda Meir Library (Lib),25,Cambridge Commons (CC-S),44 
105792,UWM Golda Meir Library (Lib),31,RiverView Residence Hall (RVW),57 
71303,Sandburg Residence Hall (Sand),40,Capitol and Humboldt Park and Ride (C/H),37 
99197,UWM Golda Meir Library (Lib),27,RiverView Residence Hall (RVW),55 
100168,Cunningham Hall (Cunn),31,RiverView Residence Hall (RVW),62 
101782,UWM Union (Union),44,Capitol and Humboldt Park and Ride (C/H),53 
98041,UWM Golda Meir Library (Lib),28,RiverView Residence Hall (RVW),62 
99637,UWM Golda Meir Library (Lib),52,RiverView Residence Hall (RVW),72 
98972,UWM Golda Meir Library (Lib),63,RiverView Residence Hall (RVW),107 
98308,UWM Golda Meir Library (Lib),44,RiverView Residence Hall (RVW),45 
99478,UWM Golda Meir Library (Lib),42,RiverView Residence Hall (RVW),54 
100671,UWM Golda Meir Library (Lib),51,RiverView Residence Hall (RVW),61 
101729,UWM Golda Meir Library (Lib),45,RiverView Residence Hall (RVW),55 
98978,UWM Golda Meir Library (Lib),19,RiverView Residence Hall (RVW),23 
97983,UWM Golda Meir Library (Lib),27,RiverView Residence Hall (RVW),63 
101159,UWM Golda Meir Library (Lib),43,RiverView Residence Hall (RVW),50 
101170,UWM Golda Meir Library (Lib),61,RiverView Residence Hall (RVW),97 
97984,UWM Golda Meir Library (Lib),24,RiverView Residence Hall (RVW),74 
98039,Sandburg Residence Hall (Sand),66,RiverView Residence Hall (RVW),85 
104214,UWM Golda Meir Library (Lib),67,RiverView Residence Hall (RVW),69 
106639,UWM Golda Meir Library (Lib),74,RiverView Residence Hall (RVW),107 
98017,UWM Golda Meir Library (Lib),56,RiverView Residence Hall (RVW),77 
106637,Cunningham Hall (Cunn),42,RiverView Residence Hall (RVW),86 
103029,UWM Golda Meir Library (Lib),44,RiverView Residence Hall (RVW),43 
101232,UWM Golda Meir Library (Lib),78,RiverView Residence Hall (RVW),98 
98717,UWM Golda Meir Library (Lib),75,RiverView Residence Hall (RVW),77 
86583,UWM Golda Meir Library (Lib),32,RiverView Residence Hall (RVW),60 
101241,UWM Union (Union),27,Capitol and Humboldt Park and Ride (C/H),29 
100130,UWM Golda Meir Library (Lib),79,RiverView Residence Hall (RVW),99 
98866,UWM Golda Meir Library (Lib),52,RiverView Residence Hall (RVW),72 
109884,UWM Golda Meir Library (Lib),39,RiverView Residence Hall (RVW),56 
105145,UWM Golda Meir Library (Lib),28,RiverView Residence Hall (RVW),44 
98338,UWM Golda Meir Library (Lib),60,RiverView Residence Hall (RVW),64 
99646,UWM Golda Meir Library (Lib),49,RiverView Residence Hall (RVW),67 
98274,UWM Golda Meir Library (Lib),52,RiverView Residence Hall (RVW),83 
72600,UWM Union (Union),37,Capitol and Humboldt Park and Ride (C/H),36 
83992,UWM Union (Union),25,Capitol and Humboldt Park and Ride (C/H),15 
99204,UWM Golda Meir Library (Lib),50,RiverView Residence Hall (RVW),57 
97620,UWM Golda Meir Library (Lib),22,RiverView Residence Hall (RVW),43 
93095,UWM Golda Meir Library (Lib),49,RiverView Residence Hall (RVW),65 
89339,UWM Golda Meir Library (Lib),48,Kenilworth Square Apartments (KNW),53 
98548,UWM Union (Union),31,Capitol and Humboldt Park and Ride (C/H),41 
105081,UWM Union (Union),51,Capitol and Humboldt Park and Ride (C/H),39 
100367,UWM Union (Union),30,Capitol and Humboldt Park and Ride (C/H),27 
106376,UWM Union (Union),49,Capitol and Humboldt Park and Ride (C/H),45 
91818,UWM Union (Union),25,Capitol and Humboldt Park and Ride (C/H),24 
98050,UWM Union (Union),39,Capitol and Humboldt Park and Ride (C/H),60 
101537,UWM Union (Union),33,Capitol and Humboldt Park and Ride (C/H),49 
82820,UWM Union (Union),54,Capitol and Humboldt Park and Ride (C/H),48 
98838,UWM Union (Union),20,Capitol and Humboldt Park and Ride (C/H),20 
104843,UWM Golda Meir Library (Lib),41,RiverView Residence Hall (RVW),76 
100984,Cunningham Hall (Cunn),32,Cambridge Commons (CC-S),73 
88818,UWM Union (Union),30,Capitol and Humboldt Park and Ride (C/H),33 
100988,UWM Golda Meir Library (Lib),46,Cambridge Commons (CC-S),56 
99150,UWM Golda Meir Library (Lib),24,Cambridge Commons (CC-S),60 
90155,UWM Union (Union),35,Capitol and Humboldt Park and Ride (C/H),39 
100980,UWM Golda Meir Library (Lib),26,Cambridge Commons (CC-S),51 
106596,UWM Golda Meir Library (Lib),38,Cambridge Commons (CC-S),40 
106519,Sandburg Residence Hall (Sand),37,Cambridge Commons (CC-S),58 
86604,UWM Golda Meir Library (Lib),41,Cambridge Commons (CC-S),58 
109900,UWM Golda Meir Library (Lib),30,Cambridge Commons (CC-S),70 
109270,UWM Golda Meir Library (Lib),55,Cambridge Commons (CC-S),73 
106601,UWM Union (Union),48,Capitol and Humboldt Park and Ride (C/H),53 
104963,UWM Golda Meir Library (Lib),39,Cambridge Commons (CC-S),54 
104603,UWM Union (Union),23,Capitol and Humboldt Park and Ride (C/H),31 
95716,UWM Union (Union),35,Capitol and Humboldt Park and Ride (C/H),33 
100747,UWM Golda Meir Library (Lib),75,Cambridge Commons (CC-S),87 
100205,UWM Golda Meir Library (Lib),67,Cambridge Commons (CC-S),56 
98735,UWM Golda Meir Library (Lib),89,Cambridge Commons (CC-S),99 
87582,UWM Golda Meir Library (Lib),45,Cambridge Commons (CC-S),56 
103454,UWM Golda Meir Library (Lib),55,Cambridge Commons (CC-S),54 
102263,Sandburg Residence Hall (Sand),17,Capitol and Humboldt Park and Ride (C/H),21 
99574,UWM Golda Meir Library (Lib),48,Cambridge Commons (CC-S),51 
71573,UWM Union (Union),14,Capitol and Humboldt Park and Ride (C/H),16 
74001,UWM Union (Union),45,Capitol and Humboldt Park and Ride (C/H),47 
72406,UWM Union (Union),40,Capitol and Humboldt Park and Ride (C/H),31 
98450,UWM Union (Union),22,Capitol and Humboldt Park and Ride (C/H),37 
70053,UWM Union (Union),46,Capitol and Humboldt Park and Ride (C/H),48 
97141,UWM Union (Union),32,Capitol and Humboldt Park and Ride (C/H),44 
90364,UWM Golda Meir Library (Lib),60,Cambridge Commons (CC-S),63 
106403,UWM Golda Meir Library (Lib),72,RiverView Residence Hall (RVW),70 
101359,UWM Golda Meir Library (Lib),29,RiverView Residence Hall (RVW),57 
