ID,Stop_0,Cnt_0,Stop_1,Cnt_1 
101169,UWM Golda Meir Library (Lib),33,RiverView Residence Hall (RVW),47 
98440,UWM Golda Meir Library (Lib),57,RiverView Residence Hall (RVW),41 
108986,UWM Golda Meir Library (Lib),68,RiverView Residence Hall (RVW),82 
98787,UWM Golda Meir Library (Lib),67,RiverView Residence Hall (RVW),97 
99120,UWM Golda Meir Library (Lib),48,RiverView Residence Hall (RVW),53 
99355,UWM Union (Union),31,Capitol and Humboldt Park and Ride (C/H),40 
102257,UWM Union (Union),33,Capitol and Humboldt Park and Ride (C/H),33 
101172,UWM Union (Union),27,Capitol and Humboldt Park and Ride (C/H),32 
105077,UWM Golda Meir Library (Lib),65,RiverView Residence Hall (RVW),89 
105821,UWM Union (Union),28,Capitol and Humboldt Park and Ride (C/H),27 
81063,UWM Union (Union),37,Capitol and Humboldt Park and Ride (C/H),51 
88767,UWM Union (Union),31,Capitol and Humboldt Park and Ride (C/H),48 
105669,UWM Golda Meir Library (Lib),33,Cambridge Commons (CC-S),63 
108909,UWM Golda Meir Library (Lib),57,Cambridge Commons (CC-S),53 
80124,UWM Golda Meir Library (Lib),69,Cambridge Commons (CC-S),65 
102753,UWM Golda Meir Library (Lib),40,Cambridge Commons (CC-S),49 
67166,UWM Union (Union),37,Capitol and Humboldt Park and Ride (C/H),41 
101005,UWM Union (Union),20,Capitol and Humboldt Park and Ride (C/H),20 
87525,UWM Union (Union),8,Capitol and Humboldt Park and Ride (C/H),10 
108941,Sandburg Residence Hall (Sand),11,Capitol and Humboldt Park and Ride (C/H),13 
103604,UWM Union (Union),26,Capitol and Humboldt Park and Ride (C/H),26 
103899,UWM Golda Meir Library (Lib),8,Capitol and Humboldt Park and Ride (C/H),7 
98989,UWM Golda Meir Library (Lib),39,RiverView Residence Hall (RVW),34 
107964,UWM Golda Meir Library (Lib),59,RiverView Residence Hall (RVW),65 
109730,UWM Golda Meir Library (Lib),32,RiverView Residence Hall (RVW),77 
100191,UWM Golda Meir Library (Lib),41,RiverView Residence Hall (RVW),71 
97484,Cunningham Hall (Cunn),49,RiverView Residence Hall (RVW),68 
85782,UWM Union (Union),17,Capitol and Humboldt Park and Ride (C/H),18 
106352,UWM Union (Union),32,Capitol and Humboldt Park and Ride (C/H),35 
104980,UWM Union (Union),49,Capitol and Humboldt Park and Ride (C/H),55 
92044,UWM Union (Union),38,Capitol and Humboldt Park and Ride (C/H),43 
98403,UWM Golda Meir Library (Lib),14,Cambridge Commons (CC-S),47 
99533,Cunningham Hall (Cunn),55,Cambridge Commons (CC-S),87 
101128,UWM Golda Meir Library (Lib),51,Cambridge Commons (CC-S),73 
105758,UWM Golda Meir Library (Lib),67,Cambridge Commons (CC-S),78 
100511,UWM Golda Meir Library (Lib),59,Cambridge Commons (CC-S),54 
99370,UWM Golda Meir Library (Lib),44,Cambridge Commons (CC-S),54 
105771,UWM Golda Meir Library (Lib),58,Cambridge Commons (CC-S),103 
108182,UWM Union (Union),31,Capitol and Humboldt Park and Ride (C/H),32 
104895,UWM Union (Union),15,Capitol and Humboldt Park and Ride (C/H),15 
104291,UWM Union (Union),17,Capitol and Humboldt Park and Ride (C/H),17 
105802,UWM Golda Meir Library (Lib),26,RiverView Residence Hall (RVW),65 
100859,UWM Golda Meir Library (Lib),44,RiverView Residence Hall (RVW),70 
98785,UWM Union (Union),32,Capitol and Humboldt Park and Ride (C/H),26 
99631,UWM Union (Union),35,Capitol and Humboldt Park and Ride (C/H),51 
97490,UWM Golda Meir Library (Lib),42,RiverView Residence Hall (RVW),43 
99377,UWM Golda Meir Library (Lib),23,Kenilworth Square Apartments (KNW),24 
85463,Sandburg Residence Hall (Sand),3,Kenilworth Square Apartments (KNW),2 
98048,Cunningham Hall (Cunn),28,RiverView Residence Hall (RVW),59 
95602,UWM Union (Union),23,Capitol and Humboldt Park and Ride (C/H),24 
106461,Sandburg Residence Hall (Sand),8,RiverView Residence Hall (RVW),27 
109476,UWM Golda Meir Library (Lib),37,RiverView Residence Hall (RVW),43 
106189,UWM Union (Union),29,Capitol and Humboldt Park and Ride (C/H),20 
102354,UWM Golda Meir Library (Lib),89,RiverView Residence Hall (RVW),99 
75663,Sandburg Residence Hall (Sand),13,Capitol and Humboldt Park and Ride (C/H),27 
109796,UWM Golda Meir Library (Lib),45,Cambridge Commons (CC-S),55 
99053,Sandburg Residence Hall (Sand),51,Capitol and Humboldt Park and Ride (C/H),53 
96299,UWM Union (Union),21,Capitol and Humboldt Park and Ride (C/H),33 
108916,UWM Union (Union),47,Capitol and Humboldt Park and Ride (C/H),39 
102161,UWM Union (Union),8,Capitol and Humboldt Park and Ride (C/H),13 
70350,UWM Union (Union),10,Capitol and Humboldt Park and Ride (C/H),9 
109395,UWM Golda Meir Library (Lib),44,Cambridge Commons (CC-S),64 
106211,Sandburg Residence Hall (Sand),29,Capitol and Humboldt Park and Ride (C/H),26 
108109,UWM Union (Union),21,Capitol and Humboldt Park and Ride (C/H),27 
80810,UWM Union (Union),25,Capitol and Humboldt Park and Ride (C/H),25 
88773,UWM Union (Union),40,Capitol and Humboldt Park and Ride (C/H),33 
83571,UWM Union (Union),10,Capitol and Humboldt Park and Ride (C/H),19 
106692,UWM Golda Meir Library (Lib),44,Cambridge Commons (CC-S),58 
98997,UWM Golda Meir Library (Lib),46,Cambridge Commons (CC-S),69 
98409,UWM Golda Meir Library (Lib),21,Cambridge Commons (CC-S),47 
97646,UWM Golda Meir Library (Lib),34,Cambridge Commons (CC-S),65 
102685,UWM Golda Meir Library (Lib),40,Cambridge Commons (CC-S),44 
100110,Cunningham Hall (Cunn),44,Cambridge Commons (CC-S),76 
99539,Cunningham Hall (Cunn),23,Cambridge Commons (CC-S),55 
106689,UWM Golda Meir Library (Lib),34,Cambridge Commons (CC-S),83 
100434,UWM Golda Meir Library (Lib),71,Cambridge Commons (CC-S),77 
104226,UWM Golda Meir Library (Lib),41,Cambridge Commons (CC-S),42 
85727,UWM Golda Meir Library (Lib),41,Cambridge Commons (CC-S),54 
86616,UWM Golda Meir Library (Lib),43,Cambridge Commons (CC-S),50 
98033,UWM Golda Meir Library (Lib),52,Cambridge Commons (CC-S),54 
104190,UWM Golda Meir Library (Lib),15,Cambridge Commons (CC-S),28 
99148,UWM Golda Meir Library (Lib),48,Cambridge Commons (CC-S),63 
98320,UWM Golda Meir Library (Lib),35,Cambridge Commons (CC-S),46 
88957,UWM Golda Meir Library (Lib),13,Cambridge Commons (CC-S),17 
98862,UWM Golda Meir Library (Lib),44,Cambridge Commons (CC-S),71 
105061,UWM Golda Meir Library (Lib),40,Cambridge Commons (CC-S),78 
98037,UWM Golda Meir Library (Lib),43,Cambridge Commons (CC-S),40 
85460,Sandburg Residence Hall (Sand),38,Capitol and Humboldt Park and Ride (C/H),40 
109782,UWM Golda Meir Library (Lib),17,Cambridge Commons (CC-S),45 
99562,UWM Golda Meir Library (Lib),64,Cambridge Commons (CC-S),56 
102687,UWM Golda Meir Library (Lib),26,Cambridge Commons (CC-S),28 
95002,UWM Union (Union),30,Capitol and Humboldt Park and Ride (C/H),21 
99286,UWM Union (Union),28,Capitol and Humboldt Park and Ride (C/H),28 
101058,UWM Golda Meir Library (Lib),12,RiverView Residence Hall (RVW),24 
101739,UWM Golda Meir Library (Lib),36,RiverView Residence Hall (RVW),41 
103903,UWM Union (Union),18,Capitol and Humboldt Park and Ride (C/H),27 
87287,UWM Union (Union),29,Capitol and Humboldt Park and Ride (C/H),43 
97412,UWM Union (Union),43,Capitol and Humboldt Park and Ride (C/H),57 
109498,UWM Golda Meir Library (Lib),33,Cambridge Commons (CC-S),38 
101175,UWM Golda Meir Library (Lib),89,Cambridge Commons (CC-S),109 
98438,UWM Golda Meir Library (Lib),53,Cambridge Commons (CC-S),88 
105742,UWM Golda Meir Library (Lib),40,Cambridge Commons (CC-S),61 
103467,UWM Golda Meir Library (Lib),20,Cambridge Commons (CC-S),30 
109790,UWM Golda Meir Library (Lib),26,Cambridge Commons (CC-S),33 
105902,UWM Golda Meir Library (Lib),60,Cambridge Commons (CC-S),54 
100983,UWM Golda Meir Library (Lib),51,Cambridge Commons (CC-S),51 
100202,UWM Golda Meir Library (Lib),66,Cambridge Commons (CC-S),79 
80696,Sandburg Residence Hall (Sand),30,Capitol and Humboldt Park and Ride (C/H),34 
102810,UWM Golda Meir Library (Lib),10,Cambridge Commons (CC-S),13 
109490,UWM Golda Meir Library (Lib),49,Cambridge Commons (CC-S),60 
108281,UWM Golda Meir Library (Lib),49,RiverView Residence Hall (RVW),76 
109275,UWM Golda Meir Library (Lib),44,RiverView Residence Hall (RVW),122 
87635,UWM Golda Meir Library (Lib),92,RiverView Residence Hall (RVW),99 
97772,UWM Golda Meir Library (Lib),58,RiverView Residence Hall (RVW),57 
85951,UWM Golda Meir Library (Lib),69,RiverView Residence Hall (RVW),86 
101235,Cunningham Hall (Cunn),43,RiverView Residence Hall (RVW),51 
95751,UWM Golda Meir Library (Lib),44,RiverView Residence Hall (RVW),78 
94849,UWM Union (Union),23,Capitol and Humboldt Park and Ride (C/H),12 
98861,UWM Golda Meir Library (Lib),34,RiverView Residence Hall (RVW),41 
102920,UWM Golda Meir Library (Lib),40,RiverView Residence Hall (RVW),61 
109546,UWM Golda Meir Library (Lib),57,RiverView Residence Hall (RVW),98 
92541,UWM Union (Union),12,Capitol and Humboldt Park and Ride (C/H),16 
104166,UWM Golda Meir Library (Lib),35,Cambridge Commons (CC-S),49 
105006,UWM Golda Meir Library (Lib),38,Cambridge Commons (CC-S),62 
104966,UWM Golda Meir Library (Lib),17,Cambridge Commons (CC-S),17 
102411,Sandburg Residence Hall (Sand),31,Capitol and Humboldt Park and Ride (C/H),30 
108326,UWM Golda Meir Library (Lib),47,Cambridge Commons (CC-S),64 
101758,UWM Golda Meir Library (Lib),43,Cambridge Commons (CC-S),63 
109603,UWM Golda Meir Library (Lib),70,Cambridge Commons (CC-S),78 
94882,UWM Union (Union),8,Capitol and Humboldt Park and Ride (C/H),11 
76889,Cunningham Hall (Cunn),33,Kenilworth Square Apartments (KNW),60 
99103,UWM Golda Meir Library (Lib),87,RiverView Residence Hall (RVW),74 
65853,UWM Union (Union),30,Capitol and Humboldt Park and Ride (C/H),55 
107920,Sandburg Residence Hall (Sand),24,Capitol and Humboldt Park and Ride (C/H),26 
97776,UWM Golda Meir Library (Lib),40,Cambridge Commons (CC-S),56 
72086,UWM Union (Union),25,Capitol and Humboldt Park and Ride (C/H),33 
106583,UWM Golda Meir Library (Lib),60,Cambridge Commons (CC-S),71 
71996,UWM Union (Union),24,Capitol and Humboldt Park and Ride (C/H),26 
103433,UWM Golda Meir Library (Lib),26,Cambridge Commons (CC-S),28 
105803,UWM Union (Union),15,Capitol and Humboldt Park and Ride (C/H),13 
96362,UWM Union (Union),19,Capitol and Humboldt Park and Ride (C/H),24 
106569,Sandburg Residence Hall (Sand),4,Capitol and Humboldt Park and Ride (C/H),3 
105822,UWM Union (Union),32,Capitol and Humboldt Park and Ride (C/H),41 
103275,Sandburg Residence Hall (Sand),31,Capitol and Humboldt Park and Ride (C/H),42 
94674,UWM Golda Meir Library (Lib),14,Kenilworth Square Apartments (KNW),28 
109137,Sandburg Residence Hall (Sand),13,Kenilworth Square Apartments (KNW),74 
81985,UWM Union (Union),32,Capitol and Humboldt Park and Ride (C/H),33 
101080,UWM Golda Meir Library (Lib),51,Cambridge Commons (CC-S),67 
103117,UWM Golda Meir Library (Lib),71,Cambridge Commons (CC-S),82 
99000,UWM Golda Meir Library (Lib),41,Cambridge Commons (CC-S),57 
87441,UWM Union (Union),26,Capitol and Humboldt Park and Ride (C/H),31 
109655,UWM Union (Union),19,Capitol and Humboldt Park and Ride (C/H),27 
87222,UWM Golda Meir Library (Lib),60,RiverView Residence Hall (RVW),90 
93920,UWM Golda Meir Library (Lib),55,RiverView Residence Hall (RVW),90 
75725,UWM Union (Union),13,Capitol and Humboldt Park and Ride (C/H),10 
105991,UWM Union (Union),21,Capitol and Humboldt Park and Ride (C/H),23 
68501,Sandburg Residence Hall (Sand),2,Capitol and Humboldt Park and Ride (C/H),4 
105804,UWM Union (Union),9,Capitol and Humboldt Park and Ride (C/H),11 
101504,UWM Golda Meir Library (Lib),21,Kenilworth Square Apartments (KNW),37 
107785,UWM Union (Union),18,Capitol and Humboldt Park and Ride (C/H),17 
103870,UWM Golda Meir Library (Lib),52,RiverView Residence Hall (RVW),133 
98166,Non-Peak Hours UWM KIRC (KIRC-S),2,RiverView Residence Hall (RVW),56 
103184,UWM Golda Meir Library (Lib),43,RiverView Residence Hall (RVW),52 
105810,UWM Golda Meir Library (Lib),85,RiverView Residence Hall (RVW),87 
89397,UWM Golda Meir Library (Lib),6,Kenilworth Square Apartments (KNW),1 
108864,UWM Union (Union),33,Capitol and Humboldt Park and Ride (C/H),34 
96516,UWM Union (Union),10,Capitol and Humboldt Park and Ride (C/H),6 
83990,UWM Golda Meir Library (Lib),26,Cambridge Commons (CC-S),20 
103573,Cunningham Hall (Cunn),36,Kenilworth Square Apartments (KNW),39 
107887,Cunningham Hall (Cunn),19,Cambridge Commons (CC-S),39 
108032,UWM Golda Meir Library (Lib),42,RiverView Residence Hall (RVW),43 
85070,UWM Golda Meir Library (Lib),32,Cambridge Commons (CC-S),43 
108013,UWM Golda Meir Library (Lib),4,Kenilworth Square Apartments (KNW),21 
109563,Non-Peak Hours UWM KIRC (KIRC-S),2,Kenilworth Square Apartments (KNW),21 
103145,UWM Golda Meir Library (Lib),68,Cambridge Commons (CC-S),81 
97374,UWM Union (Union),46,Capitol and Humboldt Park and Ride (C/H),37 
103348,Non-Peak Hours UWM KIRC (KIRC-S),2,Capitol and Humboldt Park and Ride (C/H),3 
101162,UWM Golda Meir Library (Lib),42,RiverView Residence Hall (RVW),48 
88687,UWM Union (Union),17,Capitol and Humboldt Park and Ride (C/H),16 
102608,UWM Golda Meir Library (Lib),56,Cambridge Commons (CC-S),64 
98993,UWM Golda Meir Library (Lib),32,Cambridge Commons (CC-S),20 
103927,UWM Golda Meir Library (Lib),45,RiverView Residence Hall (RVW),55 
105999,Sandburg Residence Hall (Sand),1,Kenilworth Square Apartments (KNW),4 
105756,Cunningham Hall (Cunn),24,RiverView Residence Hall (RVW),33 
90709,UWM Union (Union),24,Capitol and Humboldt Park and Ride (C/H),32 
101648,UWM Union (Union),30,Capitol and Humboldt Park and Ride (C/H),40 
73999,UWM Union (Union),11,Capitol and Humboldt Park and Ride (C/H),21 
102439,UWM Union (Union),19,Capitol and Humboldt Park and Ride (C/H),17 
105098,UWM Union (Union),18,Capitol and Humboldt Park and Ride (C/H),32 
90414,UWM Union (Union),52,Capitol and Humboldt Park and Ride (C/H),52 
99421,UWM Union (Union),3,Capitol and Humboldt Park and Ride (C/H),4 
102582,UWM Golda Meir Library (Lib),28,RiverView Residence Hall (RVW),62 
73065,UWM Union (Union),15,Capitol and Humboldt Park and Ride (C/H),22 
109842,UWM Golda Meir Library (Lib),8,Kenilworth Square Apartments (KNW),28 
90192,UWM Union (Union),41,Capitol and Humboldt Park and Ride (C/H),41 
102924,UWM Golda Meir Library (Lib),49,Cambridge Commons (CC-S),63 
97283,UWM Golda Meir Library (Lib),63,Cambridge Commons (CC-S),78 
83974,UWM Union (Union),29,Capitol and Humboldt Park and Ride (C/H),30 
86862,UWM Union (Union),21,Capitol and Humboldt Park and Ride (C/H),23 
101136,Cunningham Hall (Cunn),26,RiverView Residence Hall (RVW),65 
73048,Cunningham Hall (Cunn),1,Kenilworth Square Apartments (KNW),20 
88217,Sandburg Residence Hall (Sand),11,Capitol and Humboldt Park and Ride (C/H),7 
104195,UWM Golda Meir Library (Lib),14,Cambridge Commons (CC-S),15 
99093,UWM Golda Meir Library (Lib),65,Cambridge Commons (CC-S),123 
93313,UWM Union (Union),7,Capitol and Humboldt Park and Ride (C/H),21 
84387,UWM Union (Union),23,Capitol and Humboldt Park and Ride (C/H),40 
94071,Non-Peak Hours UWM KIRC (KIRC-S),9,Capitol and Humboldt Park and Ride (C/H),5 
101230,UWM Union (Union),15,Capitol and Humboldt Park and Ride (C/H),16 
96120,UWM Union (Union),35,Capitol and Humboldt Park and Ride (C/H),42 
83585,Sandburg Residence Hall (Sand),11,Capitol and Humboldt Park and Ride (C/H),13 
103360,Sandburg Residence Hall (Sand),37,Cambridge Commons (CC-S),53 
103485,UWM Golda Meir Library (Lib),15,Cambridge Commons (CC-S),21 
101734,Cunningham Hall (Cunn),29,Cambridge Commons (CC-S),67 
88198,UWM Golda Meir Library (Lib),38,Cambridge Commons (CC-S),41 
104287,UWM Golda Meir Library (Lib),71,Cambridge Commons (CC-S),73 
100463,Sandburg Residence Hall (Sand),21,Cambridge Commons (CC-S),43 
102660,Cunningham Hall (Cunn),33,Cambridge Commons (CC-S),67 
101818,UWM Golda Meir Library (Lib),45,RiverView Residence Hall (RVW),68 
99691,UWM Union (Union),20,Capitol and Humboldt Park and Ride (C/H),24 
99690,UWM Union (Union),17,Capitol and Humboldt Park and Ride (C/H),24 
100159,UWM Golda Meir Library (Lib),69,RiverView Residence Hall (RVW),79 
97350,UWM Golda Meir Library (Lib),23,RiverView Residence Hall (RVW),57 
98931,UWM Golda Meir Library (Lib),42,Cambridge Commons (CC-S),42 
109012,UWM Golda Meir Library (Lib),36,Cambridge Commons (CC-S),46 
86779,UWM Union (Union),31,Capitol and Humboldt Park and Ride (C/H),22 
104907,Sandburg Residence Hall (Sand),21,Capitol and Humboldt Park and Ride (C/H),45 
89989,UWM Union (Union),49,Capitol and Humboldt Park and Ride (C/H),53 
98092,UWM Golda Meir Library (Lib),21,Cambridge Commons (CC-S),35 
100436,UWM Golda Meir Library (Lib),71,Cambridge Commons (CC-S),73 
104263,Sandburg Residence Hall (Sand),33,Cambridge Commons (CC-S),56 
96414,UWM Union (Union),33,Capitol and Humboldt Park and Ride (C/H),41 
107516,Sandburg Residence Hall (Sand),53,Capitol and Humboldt Park and Ride (C/H),46 
93559,Sandburg Residence Hall (Sand),12,Capitol and Humboldt Park and Ride (C/H),18 
77567,UWM Union (Union),5,Capitol and Humboldt Park and Ride (C/H),5 
75644,UWM Union (Union),15,Capitol and Humboldt Park and Ride (C/H),27 
94343,UWM Union (Union),4,Capitol and Humboldt Park and Ride (C/H),12 
101163,UWM Golda Meir Library (Lib),39,RiverView Residence Hall (RVW),49 
106497,UWM Golda Meir Library (Lib),36,RiverView Residence Hall (RVW),59 
74035,UWM Union (Union),20,Capitol and Humboldt Park and Ride (C/H),10 
100561,UWM Golda Meir Library (Lib),4,Kenilworth Square Apartments (KNW),3 
90724,UWM Union (Union),36,Capitol and Humboldt Park and Ride (C/H),33 
100963,UWM Golda Meir Library (Lib),19,Cambridge Commons (CC-S),50 
100059,UWM Golda Meir Library (Lib),35,Cambridge Commons (CC-S),45 
104960,Sandburg Residence Hall (Sand),45,Cambridge Commons (CC-S),115 
90151,UWM Union (Union),25,Capitol and Humboldt Park and Ride (C/H),32 
91093,UWM Golda Meir Library (Lib),33,Kenilworth Square Apartments (KNW),22 
102298,UWM Golda Meir Library (Lib),47,Cambridge Commons (CC-S),60 
97883,UWM Golda Meir Library (Lib),44,RiverView Residence Hall (RVW),70 
100391,UWM Union (Union),54,Capitol and Humboldt Park and Ride (C/H),49 
106518,UWM Golda Meir Library (Lib),47,Cambridge Commons (CC-S),54 
100253,Cunningham Hall (Cunn),58,Cambridge Commons (CC-S),108 
97771,UWM Golda Meir Library (Lib),25,Cambridge Commons (CC-S),37 
97488,UWM Golda Meir Library (Lib),57,RiverView Residence Hall (RVW),63 
109717,UWM Golda Meir Library (Lib),27,RiverView Residence Hall (RVW),25 
101133,UWM Golda Meir Library (Lib),42,RiverView Residence Hall (RVW),73 
103444,UWM Golda Meir Library (Lib),39,RiverView Residence Hall (RVW),57 
87700,UWM Union (Union),34,Capitol and Humboldt Park and Ride (C/H),35 
100760,UWM Union (Union),31,Capitol and Humboldt Park and Ride (C/H),19 
107540,UWM Union (Union),7,Capitol and Humboldt Park and Ride (C/H),19 
104297,UWM Golda Meir Library (Lib),71,Cambridge Commons (CC-S),73 
85651,UWM Golda Meir Library (Lib),20,Cambridge Commons (CC-S),29 
95122,UWM Golda Meir Library (Lib),48,RiverView Residence Hall (RVW),66 
103561,UWM Union (Union),35,Capitol and Humboldt Park and Ride (C/H),30 
102743,UWM Union (Union),9,Capitol and Humboldt Park and Ride (C/H),9 
109569,UWM Golda Meir Library (Lib),40,Cambridge Commons (CC-S),48 
101364,Cunningham Hall (Cunn),7,Cambridge Commons (CC-S),16 
100146,UWM Golda Meir Library (Lib),19,Cambridge Commons (CC-S),14 
105103,UWM Golda Meir Library (Lib),11,Cambridge Commons (CC-S),25 
89681,UWM Union (Union),25,Capitol and Humboldt Park and Ride (C/H),40 
75138,UWM Union (Union),10,Capitol and Humboldt Park and Ride (C/H),11 
96273,UWM Union (Union),36,Capitol and Humboldt Park and Ride (C/H),52 
94980,UWM Union (Union),33,Capitol and Humboldt Park and Ride (C/H),32 
102054,UWM Union (Union),14,Capitol and Humboldt Park and Ride (C/H),20 
99201,UWM Union (Union),48,Capitol and Humboldt Park and Ride (C/H),35 
109660,UWM Golda Meir Library (Lib),29,Kenilworth Square Apartments (KNW),45 
90013,UWM Union (Union),27,Capitol and Humboldt Park and Ride (C/H),45 
87073,UWM Union (Union),14,Capitol and Humboldt Park and Ride (C/H),18 
71939,UWM Union (Union),15,Capitol and Humboldt Park and Ride (C/H),25 
89261,UWM Union (Union),39,Capitol and Humboldt Park and Ride (C/H),33 
94081,UWM Golda Meir Library (Lib),66,Cambridge Commons (CC-S),63 
102629,UWM Golda Meir Library (Lib),12,Cambridge Commons (CC-S),21 
101519,UWM Golda Meir Library (Lib),38,Cambridge Commons (CC-S),58 
106351,UWM Golda Meir Library (Lib),32,Cambridge Commons (CC-S),41 
100441,UWM Golda Meir Library (Lib),47,RiverView Residence Hall (RVW),61 
107651,Sandburg Residence Hall (Sand),7,Kenilworth Square Apartments (KNW),51 
106754,UWM Golda Meir Library (Lib),16,Kenilworth Square Apartments (KNW),17 
104285,UWM Golda Meir Library (Lib),20,Cambridge Commons (CC-S),19 
99546,UWM Golda Meir Library (Lib),2,RiverView Residence Hall (RVW),7 
97707,UWM Golda Meir Library (Lib),37,Cambridge Commons (CC-S),58 
101778,UWM Golda Meir Library (Lib),21,Kenilworth Square Apartments (KNW),23 
101167,UWM Golda Meir Library (Lib),56,RiverView Residence Hall (RVW),81 
98429,UWM Golda Meir Library (Lib),58,RiverView Residence Hall (RVW),51 
103873,UWM Union (Union),37,Capitol and Humboldt Park and Ride (C/H),46 
88485,UWM Union (Union),42,Capitol and Humboldt Park and Ride (C/H),45 
88301,UWM Golda Meir Library (Lib),43,Cambridge Commons (CC-S),62 
102066,Sandburg Residence Hall (Sand),44,Capitol and Humboldt Park and Ride (C/H),45 
106009,UWM Union (Union),22,Capitol and Humboldt Park and Ride (C/H),20 
87782,UWM Union (Union),32,Capitol and Humboldt Park and Ride (C/H),33 
97148,UWM Union (Union),13,Capitol and Humboldt Park and Ride (C/H),16 
84440,UWM Union (Union),28,Capitol and Humboldt Park and Ride (C/H),33 
74719,UWM Union (Union),18,Capitol and Humboldt Park and Ride (C/H),13 
102984,UWM Golda Meir Library (Lib),7,RiverView Residence Hall (RVW),3 
100154,UWM Golda Meir Library (Lib),20,Kenilworth Square Apartments (KNW),22 
102379,UWM Golda Meir Library (Lib),41,Cambridge Commons (CC-S),38 
97648,UWM Golda Meir Library (Lib),54,RiverView Residence Hall (RVW),61 
109483,UWM Union (Union),30,Capitol and Humboldt Park and Ride (C/H),23 
76237,UWM Union (Union),18,Capitol and Humboldt Park and Ride (C/H),19 
83605,UWM Union (Union),21,Capitol and Humboldt Park and Ride (C/H),20 
93527,UWM Union (Union),32,Capitol and Humboldt Park and Ride (C/H),23 
88940,UWM Union (Union),3,Capitol and Humboldt Park and Ride (C/H),6 
73224,UWM Union (Union),24,Capitol and Humboldt Park and Ride (C/H),25 
104486,UWM Union (Union),33,Capitol and Humboldt Park and Ride (C/H),41 
103522,UWM Golda Meir Library (Lib),40,Cambridge Commons (CC-S),33 
109686,UWM Golda Meir Library (Lib),28,Cambridge Commons (CC-S),32 
100392,UWM Golda Meir Library (Lib),33,Cambridge Commons (CC-S),44 
101843,Cunningham Hall (Cunn),23,RiverView Residence Hall (RVW),41 
109896,Cunningham Hall (Cunn),40,Cambridge Commons (CC-S),96 
98739,Sandburg Residence Hall (Sand),15,Kenilworth Square Apartments (KNW),10 
88566,UWM Golda Meir Library (Lib),18,Cambridge Commons - Northbound (CC-N),15 
106810,UWM Golda Meir Library (Lib),59,RiverView Residence Hall (RVW),68 
99220,UWM Golda Meir Library (Lib),36,RiverView Residence Hall (RVW),52 
104156,UWM Golda Meir Library (Lib),37,RiverView Residence Hall (RVW),74 
97144,UWM Golda Meir Library (Lib),10,Kenilworth Square Apartments (KNW),38 
71343,UWM Union (Union),30,Capitol and Humboldt Park and Ride (C/H),32 
103480,Sandburg Residence Hall (Sand),48,Cambridge Commons (CC-S),68 
78494,UWM Union (Union),25,Capitol and Humboldt Park and Ride (C/H),32 
98666,UWM Golda Meir Library (Lib),23,Kenilworth Square Apartments (KNW),22 
109710,UWM Golda Meir Library (Lib),26,Kenilworth Square Apartments (KNW),62 
109594,Sandburg Residence Hall (Sand),37,Kenilworth Square Apartments (KNW),69 
103489,UWM Golda Meir Library (Lib),37,RiverView Residence Hall (RVW),47 
70830,UWM Golda Meir Library (Lib),17,RiverView Residence Hall (RVW),27 
100222,Cunningham Hall (Cunn),18,Cambridge Commons (CC-S),64 
109571,UWM Golda Meir Library (Lib),48,Cambridge Commons (CC-S),68 
104370,UWM Golda Meir Library (Lib),30,Kenilworth Square Apartments (KNW),50 
99621,UWM Union (Union),42,Capitol and Humboldt Park and Ride (C/H),43 
100062,Sandburg Residence Hall (Sand),15,Cambridge Commons (CC-S),17 
90769,Sandburg Residence Hall (Sand),1,Kenilworth Square Apartments (KNW),15 
90764,Sandburg Residence Hall (Sand),1,Kenilworth Square Apartments (KNW),17 
99696,Sandburg Residence Hall (Sand),1,Kenilworth Square Apartments (KNW),17 
109664,UWM Golda Meir Library (Lib),45,Cambridge Commons (CC-S),77 
105677,Sandburg Residence Hall (Sand),26,Cambridge Commons (CC-S),61 
109931,UWM Golda Meir Library (Lib),37,Cambridge Commons (CC-S),38 
107755,Sandburg Residence Hall (Sand),5,Capitol and Humboldt Park and Ride (C/H),10 
89827,UWM Union (Union),18,Capitol and Humboldt Park and Ride (C/H),23 
106104,Sandburg Residence Hall (Sand),49,Capitol and Humboldt Park and Ride (C/H),43 
89453,Sandburg Residence Hall (Sand),2,Capitol and Humboldt Park and Ride (C/H),4 
101624,UWM Union (Union),19,Capitol and Humboldt Park and Ride (C/H),18 
80522,UWM Union (Union),42,Capitol and Humboldt Park and Ride (C/H),39 
101619,UWM Union (Union),10,Capitol and Humboldt Park and Ride (C/H),10 
92902,Sandburg Residence Hall (Sand),25,Capitol and Humboldt Park and Ride (C/H),19 
101099,Cunningham Hall (Cunn),68,Cambridge Commons (CC-S),76 
99576,UWM Golda Meir Library (Lib),43,RiverView Residence Hall (RVW),65 
100405,UWM Golda Meir Library (Lib),8,Cambridge Commons (CC-S),17 
91130,Sandburg Residence Hall (Sand),9,Capitol and Humboldt Park and Ride (C/H),20 
72150,UWM Golda Meir Library (Lib),24,RiverView Residence Hall (RVW),48 
97644,UWM Golda Meir Library (Lib),32,RiverView Residence Hall (RVW),39 
109029,UWM Union (Union),48,Capitol and Humboldt Park and Ride (C/H),45 
107372,Sandburg Residence Hall (Sand),18,Kenilworth Square Apartments (KNW),58 
